"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL492711";"";"None";"361.25";"0";"4.21";"39, DSM126";"Cc1cc(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL446825";"";"None";"225.26";"0";"2.18";"19";"Cc1cc(Nc2ccccc2)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL961431";"Inhibition of Plasmodium falciparum DHODH assessed as reduction of 2,6-dichloroindophenol by stopped flow spectroscopy";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1150779";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"100.0"
"CHEMBL3218525";"";"None";"347.41";"0";"3.96";"29";"COc1ccc(O)c(C(=O)NCC(c2ccccc2)c2ccccc2)c1";"IC50";"'='";"18100.0";"nM";"4.74";"";"";"UO_0000065";"13.65";"0.25";"0.78";"8.10";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"18.1"
"CHEMBL3218530";"";"None";"345.40";"0";"3.77";"34";"O=Cc1ccc(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)c1";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"13.85";"0.25";"1.01";"7.20";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"16.5"
"CHEMBL1784561";"";"None";"281.36";"0";"3.47";"15, DSM129";"Cc1cc(Nc2ccc(C(C)(C)C)cc2)n2ncnc2n1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"25.26";"0.46";"3.64";"12.90";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.078"
"CHEMBL1784709";"";"None";"267.34";"0";"2.48";"57, DSM77";"Cc1cc(NCCCc2ccccc2)n2ncnc2n1";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"17.15";"0.31";"2.11";"8.32";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"26.0"
"CHEMBL1784587";"";"None";"259.36";"0";"2.96";"43, DSM140";"Cc1cc(NC2CCCCCCC2)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"100.0"
"CHEMBL3694234";"";"None";"284.38";"0";"4.46";"BDBM120342";"CCCCC(=O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248359";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL3690153";"";"None";"284.34";"0";"3.45";"BDBM120338";"O=C(NC1CC1)c1ccc(-c2nc3ccccc3o2)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248355";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL3694238";"";"None";"313.43";"0";"4.63";"BDBM120347";"CCCC/C(=N\OC)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248364";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL2178512";"";"None";"361.47";"0";"4.34";"18";"Cc1cc(NCc2ccccc2)n2nc(SCc3ccccc3)nc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2188004";"Inhibition of Plasmodium falciparum dihydrofolate dehydrogenase expressed in Escherichia coli BL21(DE3) using dihydrofolate as substrate by DCIP-based colorimetric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2177061";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"100.0"
"CHEMBL217951";"";"None";"340.22";"1";"5.16";"2";"Cc1cc(Br)ccc1NC(=O)c1ccc2ccccc2c1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"19.82";"0.44";"1.58";"23.18";"0";"CHEMBL911102";"Inhibition of recombinant Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1139229";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"0.18"
"CHEMBL520008";"";"None";"347.20";"0";"4.95";"25";"C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)c(Cl)c1";"IC50";"'='";"236600.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL984851";"Inhibition of ubiquinone binding site of Plasmodium falciparum dihydroorotate dehydrogenase";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1138463";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"236.6"
"CHEMBL484531";"";"None";"312.76";"0";"4.30";"27";"C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1";"IC50";"'='";"47400.0";"nM";"4.32";"";"";"UO_0000065";"13.83";"0.27";"0.02";"5.91";"0";"CHEMBL984851";"Inhibition of ubiquinone binding site of Plasmodium falciparum dihydroorotate dehydrogenase";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1138463";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"47.4"
"CHEMBL370865";"";"None";"317.34";"0";"4.30";"15";"O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"154881.66";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"3.81"
"CHEMBL199572";"";"None";"331.37";"0";"4.33";"14";"CN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O";"IC50";"'='";"42657.95";"nM";"4.37";"";"";"UO_0000065";"13.19";"0.24";"0.04";"7.59";"1";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"4.37"
"CHEMBL2234183";"";"None";"295.77";"1";"5.05";"2";"Cc1ccc(NC(=O)c2ccc3ccccc3c2)c(Cl)c1";"IC50";"'='";"151.36";"nM";"6.82";"";"";"UO_0000065";"23.06";"0.44";"1.77";"23.44";"0";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"6.82"
"CHEMBL475664";"";"None";"239.28";"0";"2.48";"15, DSM94";"Cc1cccc(Nc2cc(C)nc3ncnn23)c1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"22.19";"0.40";"2.83";"9.63";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"4.9"
"CHEMBL506446";"";"None";"261.24";"0";"2.45";"28,, DSM110";"Cc1cc(Nc2cccc(F)c2F)n2ncnc2n1";"IC50";"'='";"39000.0";"nM";"4.41";"";"";"UO_0000065";"16.88";"0.32";"1.96";"8.00";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"39.0"
"CHEMBL492497";"";"None";"315.20";"0";"2.87";"35, DSM133";"Cc1cc(Nc2c(F)c(F)c(F)c(F)c2F)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL492695";"";"None";"261.24";"0";"2.45";"38, DSM121";"Cc1cc(Nc2cc(F)cc(F)c2)n2ncnc2n1";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"19.24";"0.36";"2.58";"9.12";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"9.4"
"CHEMBL141732";"";"None";"296.25";"0";"3.39";"20";"N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CC1";"IC50";"'='";"1071519.31";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"2.97"
"CHEMBL141040";"";"None";"242.28";"0";"2.68";"18";"Cc1ccc(NC(=O)/C(C#N)=C(\O)C2CC2)cc1";"IC50";"'='";"870963.59";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"3.06"
"CHEMBL2234185";"";"None";"335.16";"0";"3.92";"4";"Cc1c(C(=O)Nc2cccc(Br)c2)cccc1[N+](=O)[O-]";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"20.89";"0.48";"3.08";"9.69";"0";"CHEMBL3062604";"Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3045219";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"7.0"
"CHEMBL13380";"";"None";"372.15";"0";"3.96";"42, DSM128";"Cc1cc(Nc2ccc(Br)c(C(F)(F)F)c2)n2ncnc2n1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"17.05";"0.39";"2.39";"11.52";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.45"
"CHEMBL437480";"";"None";"307.28";"0";"3.50";"43, DSM122";"Cc1cc(Nc2ccc(C)c(C(F)(F)F)c2)n2ncnc2n1";"IC50";"'='";"1550.0";"nM";"5.81";"";"";"UO_0000065";"18.91";"0.36";"2.31";"10.54";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.55"
"CHEMBL219855";"";"None";"303.32";"0";"1.98";"10";"CCOC(=O)C(=CNc1ccc2[nH]cnc2c1)C(=O)OCC";"IC50";"'='";"349100.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911102";"Inhibition of recombinant Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1139229";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"349.1"
"CHEMBL435137";"";"None";"303.32";"0";"1.98";"7";"CCOC(=O)C(=CNc1ccc2[nH]ncc2c1)C(=O)OCC";"IC50";"'='";"27780.0";"nM";"4.56";"";"";"UO_0000065";"15.02";"0.28";"2.58";"4.88";"0";"CHEMBL911102";"Inhibition of recombinant Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1139229";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"27.78"
"CHEMBL1784590";"";"None";"283.31";"0";"2.15";"46, DSM218";"Cc1cc(NC2Cc3ccc(F)cc3C2)n2ncnc2n1";"IC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"21.94";"0.40";"4.06";"11.28";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.61"
"CHEMBL1784588";"";"None";"315.47";"0";"4.52";"44, DSM138";"Cc1cc(NC2CCCCCCCCCCC2)n2ncnc2n1";"IC50";"'='";"58000.0";"nM";"4.24";"";"";"UO_0000065";"13.43";"0.25";"-0.28";"7.69";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"58.0"
"CHEMBL1784707";"";"None";"307.28";"0";"3.06";"55, DSM193";"Cc1cc(NCc2ccc(C(F)(F)F)cc2)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"100.0"
"CHEMBL1784711";"";"None";"307.28";"0";"3.45";"59, DSM247";"CCc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"19.88";"0.38";"2.66";"11.08";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.78"
